,Designation,Company,experience,average salary,minimum salary,maximum salary,ratings,reviews
2289,Installation Engineer ,ManpowerGroup,1-12yrs  ,"4,28,551",2.0,7.0,4.0,119
2290,Design Engineer ,LivSpace,1-5yrs  ,"4,92,995",1.2,8.0,3.6,119
2291,Senior Engineer ,LivSpace,4-8yrs  ,"6,53,498",3.3,11.0,3.6,119
2292,Sales Engineer ,LivSpace,1-6yrs  ,"6,45,247",4.1,10.0,3.6,119
2293,Senior Sales Engineer ,LivSpace,4-13yrs  ,"10,55,218",7.5,16.0,3.6,119
2294,Process Agent ,LivSpace,4-7yrs  ,"6,08,897",3.0,8.5,3.6,119
2295,Technical Support Engineer ,LivSpace,1-5yrs  ,"4,14,944",2.0,6.0,3.6,119
2296,Maintenance Executive ,LivSpace,4-10yrs  ,"4,89,447",3.3,6.3,3.6,119
2297,Elevator Technician ,LivSpace,3-10yrs  ,"4,50,282",2.8,6.0,3.6,119
2298,Junior Process Agent ,LivSpace,1-5yrs  ,"5,52,898",2.4,15.0,3.6,119
2299,Installation Engineer ,LivSpace,1-12yrs  ,"9,60,427",4.0,13.1,3.6,119
2300,Design Engineer ,JioMart,1-5yrs  ,"2,31,541",1.2,4.5,3.8,118
2301,Senior Engineer ,JioMart,4-8yrs  ,"3,03,708",1.2,5.2,3.8,118
2302,Sales Engineer ,JioMart,1-6yrs  ,"2,56,362",60.0,5.0,3.8,118
2303,Senior Sales Engineer ,JioMart,4-13yrs  ,"2,30,715",1.0,3.8,3.8,118
2304,Process Agent ,JioMart,4-7yrs  ,"2,46,737",1.0,4.0,3.8,118
2305,Technical Support Engineer ,JioMart,1-5yrs  ,"2,43,726",1.2,4.0,3.8,118
2306,Maintenance Executive ,JioMart,4-10yrs  ,"2,07,874",1.0,3.5,3.8,118
2307,Elevator Technician ,JioMart,3-10yrs  ,"2,25,715",15.0,12.2,3.8,118
2308,Junior Process Agent ,JioMart,1-5yrs  ,"2,53,319",1.0,4.2,3.8,118
2309,Installation Engineer ,JioMart,1-12yrs  ,"17,67,676",11.0,27.0,3.8,118
2310,Design Engineer ,Amara-Raja-Batteries,1-5yrs  ,"3,32,002",2.0,4.4,4.0,117
2311,Senior Engineer ,Amara-Raja-Batteries,4-8yrs  ,"4,80,246",2.7,6.4,4.0,117
2312,Sales Engineer ,Amara-Raja-Batteries,1-6yrs  ,"5,13,087",1.9,7.6,4.0,117
2313,Senior Sales Engineer ,Amara-Raja-Batteries,4-13yrs  ,"4,62,390",2.3,7.0,4.0,117
2314,Process Agent ,Amara-Raja-Batteries,4-7yrs  ,"7,34,264",4.6,8.5,4.0,117
2315,Technical Support Engineer ,Amara-Raja-Batteries,1-5yrs  ,"4,61,614",2.4,6.0,4.0,117
2316,Maintenance Executive ,Amara-Raja-Batteries,4-10yrs  ,"12,20,749",7.7,15.0,4.0,117
2317,Elevator Technician ,Amara-Raja-Batteries,3-10yrs  ,"5,90,742",3.2,7.0,4.0,117
2318,Junior Process Agent ,Amara-Raja-Batteries,1-5yrs  ,"1,56,886",10.0,3.0,4.0,117
2319,Installation Engineer ,Amara-Raja-Batteries,1-12yrs  ,"6,15,446",4.0,7.2,4.0,117
2320,Design Engineer ,iQor-Global-Services,1-5yrs  ,"3,75,887",2.1,5.2,3.5,117
2321,Senior Engineer ,iQor-Global-Services,4-8yrs  ,"2,88,590",1.9,4.0,3.5,117
2322,Sales Engineer ,iQor-Global-Services,1-6yrs  ,"2,08,726",95.0,3.3,3.5,117
2323,Senior Sales Engineer ,iQor-Global-Services,4-13yrs  ,"1,87,406",20.0,3.2,3.5,117
2324,Process Agent ,iQor-Global-Services,4-7yrs  ,"2,88,136",1.8,4.0,3.5,117
2325,Technical Support Engineer ,iQor-Global-Services,1-5yrs  ,"4,67,955",2.0,7.6,3.5,117
2326,Maintenance Executive ,iQor-Global-Services,4-10yrs  ,"2,36,874",1.2,3.6,3.5,117
2327,Elevator Technician ,iQor-Global-Services,3-10yrs  ,"1,97,332",1.2,3.2,3.5,117
2328,Junior Process Agent ,iQor-Global-Services,1-5yrs  ,"2,83,867",1.9,4.0,3.5,117
2329,Installation Engineer ,iQor-Global-Services,1-12yrs  ,"3,16,516",2.2,4.2,3.5,117
2330,Design Engineer ,PNB-Housing-Finance,1-5yrs  ,"2,51,623",1.2,4.0,4.0,117
2331,Senior Engineer ,PNB-Housing-Finance,4-8yrs  ,"7,96,647",4.2,12.5,4.0,117
2332,Sales Engineer ,PNB-Housing-Finance,1-6yrs  ,"8,10,616",4.5,13.0,4.0,117
2333,Senior Sales Engineer ,PNB-Housing-Finance,4-13yrs  ,"4,29,833",2.4,6.5,4.0,117
2334,Process Agent ,PNB-Housing-Finance,4-7yrs  ,"2,76,077",1.8,4.5,4.0,117
2335,Technical Support Engineer ,PNB-Housing-Finance,1-5yrs  ,"2,55,214",1.1,3.5,4.0,117
2336,Maintenance Executive ,PNB-Housing-Finance,4-10yrs  ,"9,03,966",3.1,14.0,4.0,117
2337,Elevator Technician ,PNB-Housing-Finance,3-10yrs  ,"3,43,086",1.5,7.4,4.0,117
2338,Junior Process Agent ,PNB-Housing-Finance,1-5yrs  ,"2,25,910",1.3,3.2,4.0,117
2339,Installation Engineer ,PNB-Housing-Finance,1-12yrs  ,"3,34,810",2.0,5.1,4.0,117
2340,Design Engineer ,TUV-SUD,1-5yrs  ,"5,33,898",2.0,9.3,4.5,116
2341,Senior Engineer ,TUV-SUD,4-8yrs  ,"3,38,297",2.0,6.0,4.5,116
2342,Sales Engineer ,TUV-SUD,1-6yrs  ,"5,07,256",2.9,8.2,4.5,116
2343,Senior Sales Engineer ,TUV-SUD,4-13yrs  ,"4,01,528",1.0,8.7,4.5,116
2344,Process Agent ,TUV-SUD,4-7yrs  ,"8,88,215",4.5,14.0,4.5,116
2345,Technical Support Engineer ,TUV-SUD,1-5yrs  ,"4,55,801",2.8,6.5,4.5,116
2346,Maintenance Executive ,TUV-SUD,4-10yrs  ,"6,18,558",3.8,9.5,4.5,116
2347,Elevator Technician ,TUV-SUD,3-10yrs  ,"3,26,000",1.8,4.8,4.5,116
2348,Junior Process Agent ,TUV-SUD,1-5yrs  ,"11,91,357",5.0,18.0,4.5,116
2349,Installation Engineer ,TUV-SUD,1-12yrs  ,"3,13,842",1.0,6.5,4.5,116
2350,Design Engineer ,Volkswagen,1-5yrs  ,"15,42,307",7.0,22.0,3.3,116
2351,Senior Engineer ,Volkswagen,4-8yrs  ,"5,05,970",2.6,12.9,3.3,116
2352,Sales Engineer ,Volkswagen,1-6yrs  ,"6,15,344",2.8,8.1,3.3,116
2353,Senior Sales Engineer ,Volkswagen,4-13yrs  ,"2,75,266",1.1,12.1,3.3,116
2354,Process Agent ,Volkswagen,4-7yrs  ,"8,17,605",4.0,16.1,3.3,116
2355,Technical Support Engineer ,Volkswagen,1-5yrs  ,"2,31,575",1.1,4.0,3.3,116
2356,Maintenance Executive ,Volkswagen,4-10yrs  ,"2,34,750",1.2,4.0,3.3,116
2357,Elevator Technician ,Volkswagen,3-10yrs  ,"3,04,149",1.6,5.5,3.3,116
2358,Junior Process Agent ,Volkswagen,1-5yrs  ,"2,47,940",15.0,13.0,3.3,116
2359,Installation Engineer ,Volkswagen,1-12yrs  ,"24,07,500",10.1,30.5,3.3,116
2360,Design Engineer ,Bajaj-Motors,1-5yrs  ,"1,80,260",15.0,3.3,3.5,115
2361,Senior Engineer ,Bajaj-Motors,4-8yrs  ,"2,85,061",1.5,4.5,3.5,115
2362,Sales Engineer ,Bajaj-Motors,1-6yrs  ,"1,87,269",10.0,3.6,3.5,115
2363,Senior Sales Engineer ,Bajaj-Motors,4-13yrs  ,"3,49,691",2.1,4.8,3.5,115
2364,Process Agent ,Bajaj-Motors,4-7yrs  ,"1,83,413",1.1,2.5,3.5,115
2365,Technical Support Engineer ,Bajaj-Motors,1-5yrs  ,"2,13,029",1.0,3.8,3.5,115
2366,Maintenance Executive ,Bajaj-Motors,4-10yrs  ,"1,98,295",1.2,3.1,3.5,115
2367,Elevator Technician ,Bajaj-Motors,3-10yrs  ,"2,70,826",10.0,4.2,3.5,115
2368,Junior Process Agent ,Bajaj-Motors,1-5yrs  ,"2,95,361",1.8,4.6,3.5,115
2369,Installation Engineer ,Bajaj-Motors,1-12yrs  ,"2,74,766",1.4,3.6,3.5,115
2370,Design Engineer ,Continental-Automotive-Components,1-5yrs  ,"15,45,337",5.8,23.5,4.3,115
2371,Senior Engineer ,Continental-Automotive-Components,4-8yrs  ,"7,70,871",3.5,11.5,4.3,115
2372,Sales Engineer ,Continental-Automotive-Components,1-6yrs  ,"12,89,006",4.5,28.0,4.3,115
2373,Senior Sales Engineer ,Continental-Automotive-Components,4-13yrs  ,"12,00,597",7.5,17.6,4.3,115
2374,Process Agent ,Continental-Automotive-Components,4-7yrs  ,"13,26,590",6.1,27.6,4.3,115
2375,Technical Support Engineer ,Continental-Automotive-Components,1-5yrs  ,"22,49,949",10.2,36.0,4.3,115
2376,Maintenance Executive ,Continental-Automotive-Components,4-10yrs  ,"14,93,740",8.5,22.0,4.3,115
2377,Elevator Technician ,Continental-Automotive-Components,3-10yrs  ,"21,37,460",11.9,28.0,4.3,115
2378,Junior Process Agent ,Continental-Automotive-Components,1-5yrs  ,"2,57,777",1.8,3.8,4.3,115
2379,Installation Engineer ,Continental-Automotive-Components,1-12yrs  ,"7,73,832",3.0,13.8,4.3,115
2380,Design Engineer ,United-Alliance-Technology,1-5yrs  ,"6,75,000",4.5,9.0,3.8,114
2381,Senior Engineer ,United-Alliance-Technology,4-8yrs  ,"4,50,000",4.5,4.5,3.8,114
2382,Sales Engineer ,United-Alliance-Technology,1-6yrs  ,,,,3.8,114
2383,Senior Sales Engineer ,United-Alliance-Technology,4-13yrs  ,,,,3.8,114
2384,Process Agent ,United-Alliance-Technology,4-7yrs  ,,,,3.8,114
2385,Technical Support Engineer ,United-Alliance-Technology,1-5yrs  ,,,,3.8,114
2386,Maintenance Executive ,United-Alliance-Technology,4-10yrs  ,,,,3.8,114
2387,Elevator Technician ,United-Alliance-Technology,3-10yrs  ,,,,3.8,114
2388,Junior Process Agent ,United-Alliance-Technology,1-5yrs  ,,,,3.8,114
2389,Installation Engineer ,United-Alliance-Technology,1-12yrs  ,,,,3.8,114
2390,Design Engineer ,Clover-Infotech,1-5yrs  ,"4,80,962",1.8,9.5,4.1,114
2391,Senior Engineer ,Clover-Infotech,4-8yrs  ,"9,02,888",2.9,18.6,4.1,114
2392,Sales Engineer ,Clover-Infotech,1-6yrs  ,"4,23,345",1.8,7.2,4.1,114
2393,Senior Sales Engineer ,Clover-Infotech,4-13yrs  ,"4,37,505",1.8,12.0,4.1,114
2394,Process Agent ,Clover-Infotech,4-7yrs  ,"3,92,802",1.8,7.8,4.1,114
2395,Technical Support Engineer ,Clover-Infotech,1-5yrs  ,"7,80,926",3.0,14.0,4.1,114
2396,Maintenance Executive ,Clover-Infotech,4-10yrs  ,"5,56,520",2.0,9.3,4.1,114
2397,Elevator Technician ,Clover-Infotech,3-10yrs  ,"12,06,307",4.5,18.4,4.1,114
2398,Junior Process Agent ,Clover-Infotech,1-5yrs  ,"4,37,018",1.3,8.5,4.1,114
2399,Installation Engineer ,Clover-Infotech,1-12yrs  ,"4,66,300",1.8,11.0,4.1,114
2400,Design Engineer ,Schindler,1-5yrs  ,"4,49,859",2.7,6.4,3.9,113
2401,Senior Engineer ,Schindler,4-8yrs  ,"3,00,510",1.1,5.0,3.9,113
2402,Sales Engineer ,Schindler,1-6yrs  ,"8,16,140",4.0,16.1,3.9,113
2403,Senior Sales Engineer ,Schindler,4-13yrs  ,"13,33,258",8.8,17.2,3.9,113
2404,Process Agent ,Schindler,4-7yrs  ,"8,15,644",5.0,10.5,3.9,113
2405,Technical Support Engineer ,Schindler,1-5yrs  ,"18,06,936",11.0,25.0,3.9,113
2406,Maintenance Executive ,Schindler,4-10yrs  ,"6,04,890",3.5,7.9,3.9,113
2407,Elevator Technician ,Schindler,3-10yrs  ,"6,32,325",4.1,9.0,3.9,113
2408,Junior Process Agent ,Schindler,1-5yrs  ,"9,12,517",5.0,14.0,3.9,113
2409,Installation Engineer ,Schindler,1-12yrs  ,"6,76,775",4.0,10.0,3.9,113
2410,Design Engineer ,Vibgyor-High-School,1-5yrs  ,"4,16,470",2.0,6.5,3.7,113
2411,Senior Engineer ,Vibgyor-High-School,4-8yrs  ,"3,87,245",2.4,5.2,3.7,113
2412,Sales Engineer ,Vibgyor-High-School,1-6yrs  ,"2,43,696",95.0,4.0,3.7,113
2413,Senior Sales Engineer ,Vibgyor-High-School,4-13yrs  ,"3,18,002",10.0,5.6,3.7,113
2414,Process Agent ,Vibgyor-High-School,4-7yrs  ,"3,41,339",1.8,5.0,3.7,113
2415,Technical Support Engineer ,Vibgyor-High-School,1-5yrs  ,"4,72,385",2.4,6.1,3.7,113
2416,Maintenance Executive ,Vibgyor-High-School,4-10yrs  ,"5,25,496",3.5,6.9,3.7,113
2417,Elevator Technician ,Vibgyor-High-School,3-10yrs  ,"2,55,929",1.0,4.8,3.7,113
2418,Junior Process Agent ,Vibgyor-High-School,1-5yrs  ,"3,06,030",1.5,4.6,3.7,113
2419,Installation Engineer ,Vibgyor-High-School,1-12yrs  ,"20,00,240",12.0,30.0,3.7,113
2420,Design Engineer ,Jubilant-Pharmova,1-5yrs  ,"3,80,939",1.6,5.7,3.7,112
2421,Senior Engineer ,Jubilant-Pharmova,4-8yrs  ,"7,55,498",3.5,11.7,3.7,112
2422,Sales Engineer ,Jubilant-Pharmova,1-6yrs  ,"11,75,033",7.1,17.3,3.7,112
2423,Senior Sales Engineer ,Jubilant-Pharmova,4-13yrs  ,"3,84,526",2.2,6.0,3.7,112
2424,Process Agent ,Jubilant-Pharmova,4-7yrs  ,"2,90,803",1.5,4.2,3.7,112
2425,Technical Support Engineer ,Jubilant-Pharmova,1-5yrs  ,"11,32,607",7.0,15.3,3.7,112
2426,Maintenance Executive ,Jubilant-Pharmova,4-10yrs  ,"4,68,694",2.1,6.4,3.7,112
2427,Elevator Technician ,Jubilant-Pharmova,3-10yrs  ,"5,53,118",4.1,7.0,3.7,112
2428,Junior Process Agent ,Jubilant-Pharmova,1-5yrs  ,"5,57,301",4.0,8.3,3.7,112
2429,Installation Engineer ,Jubilant-Pharmova,1-12yrs  ,"5,55,100",3.9,6.8,3.7,112
2430,Design Engineer ,Apco-Infratech,1-5yrs  ,"5,28,288",3.0,7.5,3.0,112
2431,Senior Engineer ,Apco-Infratech,4-8yrs  ,"4,44,936",1.8,7.3,3.0,112
2432,Sales Engineer ,Apco-Infratech,1-6yrs  ,"7,76,304",4.2,12.0,3.0,112
2433,Senior Sales Engineer ,Apco-Infratech,4-13yrs  ,"3,98,458",2.2,5.4,3.0,112
2434,Process Agent ,Apco-Infratech,4-7yrs  ,"4,34,235",3.0,6.0,3.0,112
2435,Technical Support Engineer ,Apco-Infratech,1-5yrs  ,"4,56,230",1.5,6.5,3.0,112
2436,Maintenance Executive ,Apco-Infratech,4-10yrs  ,"5,10,919",2.3,7.1,3.0,112
2437,Elevator Technician ,Apco-Infratech,3-10yrs  ,"4,35,860",2.0,7.2,3.0,112
2438,Junior Process Agent ,Apco-Infratech,1-5yrs  ,"3,12,887",1.7,4.7,3.0,112
2439,Installation Engineer ,Apco-Infratech,1-12yrs  ,"11,54,799",6.8,15.5,3.0,112
2440,Design Engineer ,Slk-Software-Services,1-5yrs  ,"6,22,100",2.5,13.5,3.9,112
2441,Senior Engineer ,Slk-Software-Services,4-8yrs  ,"11,66,934",4.2,23.0,3.9,112
2442,Sales Engineer ,Slk-Software-Services,1-6yrs  ,"6,05,788",2.0,10.5,3.9,112
2443,Senior Sales Engineer ,Slk-Software-Services,4-13yrs  ,"4,27,137",2.5,8.5,3.9,112
2444,Process Agent ,Slk-Software-Services,4-7yrs  ,"5,79,093",2.8,14.0,3.9,112
2445,Technical Support Engineer ,Slk-Software-Services,1-5yrs  ,"3,72,825",2.7,4.8,3.9,112
2446,Maintenance Executive ,Slk-Software-Services,4-10yrs  ,"9,16,360",3.6,15.0,3.9,112
2447,Elevator Technician ,Slk-Software-Services,3-10yrs  ,"17,79,039",5.6,30.0,3.9,112
2448,Junior Process Agent ,Slk-Software-Services,1-5yrs  ,"22,50,609",9.0,33.0,3.9,112
2449,Installation Engineer ,Slk-Software-Services,1-12yrs  ,"14,03,425",8.0,17.0,3.9,112
2450,Design Engineer ,Eaton-Corporation,1-5yrs  ,"7,45,370",2.0,10.5,4.0,111
2451,Senior Engineer ,Eaton-Corporation,4-8yrs  ,"9,59,903",4.0,17.0,4.0,111
2452,Sales Engineer ,Eaton-Corporation,1-6yrs  ,"20,12,607",12.0,25.0,4.0,111
2453,Senior Sales Engineer ,Eaton-Corporation,4-13yrs  ,"16,20,376",7.5,26.0,4.0,111
2454,Process Agent ,Eaton-Corporation,4-7yrs  ,"7,70,495",4.1,10.0,4.0,111
2455,Technical Support Engineer ,Eaton-Corporation,1-5yrs  ,"30,02,694",18.9,38.0,4.0,111
2456,Maintenance Executive ,Eaton-Corporation,4-10yrs  ,"8,15,301",3.5,12.5,4.0,111
2457,Elevator Technician ,Eaton-Corporation,3-10yrs  ,"4,09,054",2.2,5.2,4.0,111
2458,Junior Process Agent ,Eaton-Corporation,1-5yrs  ,"31,66,663",17.3,42.0,4.0,111
2459,Installation Engineer ,Eaton-Corporation,1-12yrs  ,"6,65,718",3.2,9.2,4.0,111
2460,Design Engineer ,Jaquar,1-5yrs  ,"9,34,376",5.0,13.0,3.9,111
2461,Senior Engineer ,Jaquar,4-8yrs  ,"7,13,191",4.5,9.5,3.9,111
2462,Sales Engineer ,Jaquar,1-6yrs  ,"6,62,311",4.8,9.4,3.9,111
2463,Senior Sales Engineer ,Jaquar,4-13yrs  ,"12,98,138",6.8,18.3,3.9,111
2464,Process Agent ,Jaquar,4-7yrs  ,"3,27,123",1.8,5.7,3.9,111
2465,Technical Support Engineer ,Jaquar,1-5yrs  ,"6,25,430",3.5,8.0,3.9,111
2466,Maintenance Executive ,Jaquar,4-10yrs  ,"5,51,613",1.8,8.5,3.9,111
2467,Elevator Technician ,Jaquar,3-10yrs  ,"18,34,035",5.4,28.0,3.9,111
2468,Junior Process Agent ,Jaquar,1-5yrs  ,"6,19,942",4.0,8.5,3.9,111
2469,Installation Engineer ,Jaquar,1-12yrs  ,"14,75,544",7.0,21.0,3.9,111
2470,Design Engineer ,IndiaFirst-Life-Insurance,1-5yrs  ,"3,61,668",1.0,6.0,4.3,110
2471,Senior Engineer ,IndiaFirst-Life-Insurance,4-8yrs  ,"10,43,678",5.5,14.8,4.3,110
2472,Sales Engineer ,IndiaFirst-Life-Insurance,1-6yrs  ,"2,85,602",1.6,3.8,4.3,110
2473,Senior Sales Engineer ,IndiaFirst-Life-Insurance,4-13yrs  ,"2,66,036",1.4,3.8,4.3,110
2474,Process Agent ,IndiaFirst-Life-Insurance,4-7yrs  ,"3,81,476",2.5,4.9,4.3,110
2475,Technical Support Engineer ,IndiaFirst-Life-Insurance,1-5yrs  ,"3,66,424",2.5,5.2,4.3,110
2476,Maintenance Executive ,IndiaFirst-Life-Insurance,4-10yrs  ,"6,91,167",3.3,10.7,4.3,110
2477,Elevator Technician ,IndiaFirst-Life-Insurance,3-10yrs  ,"3,36,707",2.2,5.0,4.3,110
2478,Junior Process Agent ,IndiaFirst-Life-Insurance,1-5yrs  ,"4,64,579",3.5,7.0,4.3,110
2479,Installation Engineer ,IndiaFirst-Life-Insurance,1-12yrs  ,"3,32,743",2.0,4.7,4.3,110
2480,Design Engineer ,Zydus-Lifesciences,1-5yrs  ,"12,31,818",7.9,17.3,4.1,110
2481,Senior Engineer ,Zydus-Lifesciences,4-8yrs  ,"3,47,286",1.6,5.3,4.1,110
2482,Sales Engineer ,Zydus-Lifesciences,1-6yrs  ,"7,52,410",4.7,11.9,4.1,110
2483,Senior Sales Engineer ,Zydus-Lifesciences,4-13yrs  ,"2,28,821",1.7,3.7,4.1,110
2484,Process Agent ,Zydus-Lifesciences,4-7yrs  ,"3,11,887",1.4,4.6,4.1,110
2485,Technical Support Engineer ,Zydus-Lifesciences,1-5yrs  ,"3,65,846",2.0,5.0,4.1,110
2486,Maintenance Executive ,Zydus-Lifesciences,4-10yrs  ,"3,92,272",2.5,6.8,4.1,110
2487,Elevator Technician ,Zydus-Lifesciences,3-10yrs  ,"3,28,553",2.0,4.7,4.1,110
2488,Junior Process Agent ,Zydus-Lifesciences,1-5yrs  ,"9,82,844",7.5,13.9,4.1,110
2489,Installation Engineer ,Zydus-Lifesciences,1-12yrs  ,"3,51,656",2.2,4.5,4.1,110
2490,Design Engineer ,Goldman-Sachs,1-5yrs  ,"13,57,497",2.0,49.0,3.8,109
2491,Senior Engineer ,Goldman-Sachs,4-8yrs  ,"10,52,607",3.3,25.0,3.8,109
2492,Sales Engineer ,Goldman-Sachs,1-6yrs  ,"4,86,790",2.0,17.0,3.8,109
2493,Senior Sales Engineer ,Goldman-Sachs,4-13yrs  ,"16,74,232",7.0,30.0,3.8,109
2494,Process Agent ,Goldman-Sachs,4-7yrs  ,"40,76,737",22.0,72.0,3.8,109
2495,Technical Support Engineer ,Goldman-Sachs,1-5yrs  ,"19,79,867",6.6,37.0,3.8,109
2496,Maintenance Executive ,Goldman-Sachs,4-10yrs  ,"5,66,743",4.0,7.5,3.8,109
2497,Elevator Technician ,Goldman-Sachs,3-10yrs  ,"6,96,518",3.2,13.3,3.8,109
2498,Junior Process Agent ,Goldman-Sachs,1-5yrs  ,"4,82,892",3.5,7.0,3.8,109
2499,Installation Engineer ,Goldman-Sachs,1-12yrs  ,"24,87,164",4.0,37.0,3.8,109
2500,Design Engineer ,Suryoday-Small-Finance-Bank,1-5yrs  ,"2,11,964",1.3,3.3,3.8,109
2501,Senior Engineer ,Suryoday-Small-Finance-Bank,4-8yrs  ,"4,83,722",2.2,9.1,3.8,109
2502,Sales Engineer ,Suryoday-Small-Finance-Bank,1-6yrs  ,"3,35,129",1.9,4.6,3.8,109
2503,Senior Sales Engineer ,Suryoday-Small-Finance-Bank,4-13yrs  ,"2,60,646",1.9,4.2,3.8,109
2504,Process Agent ,Suryoday-Small-Finance-Bank,4-7yrs  ,"2,96,461",1.8,4.2,3.8,109
2505,Technical Support Engineer ,Suryoday-Small-Finance-Bank,1-5yrs  ,"2,37,000",1.5,3.1,3.8,109
2506,Maintenance Executive ,Suryoday-Small-Finance-Bank,4-10yrs  ,"4,56,442",2.4,7.0,3.8,109
2507,Elevator Technician ,Suryoday-Small-Finance-Bank,3-10yrs  ,"4,51,085",2.9,7.9,3.8,109
2508,Junior Process Agent ,Suryoday-Small-Finance-Bank,1-5yrs  ,"4,66,011",2.2,9.0,3.8,109
2509,Installation Engineer ,Suryoday-Small-Finance-Bank,1-12yrs  ,"2,67,327",1.8,3.8,3.8,109
2510,Design Engineer ,Siemens-Gamesa-Renewable-Energy,1-5yrs  ,"8,31,009",4.7,12.1,3.7,108
2511,Senior Engineer ,Siemens-Gamesa-Renewable-Energy,4-8yrs  ,"5,93,822",1.9,8.4,3.7,108
2512,Sales Engineer ,Siemens-Gamesa-Renewable-Energy,1-6yrs  ,"5,93,560",2.5,8.8,3.7,108
2513,Senior Sales Engineer ,Siemens-Gamesa-Renewable-Energy,4-13yrs  ,"3,59,720",1.8,5.5,3.7,108
2514,Process Agent ,Siemens-Gamesa-Renewable-Energy,4-7yrs  ,"2,93,290",1.7,4.8,3.7,108
2515,Technical Support Engineer ,Siemens-Gamesa-Renewable-Energy,1-5yrs  ,"4,70,765",2.8,6.6,3.7,108
2516,Maintenance Executive ,Siemens-Gamesa-Renewable-Energy,4-10yrs  ,"5,60,592",3.0,11.5,3.7,108
2517,Elevator Technician ,Siemens-Gamesa-Renewable-Energy,3-10yrs  ,"14,95,024",10.8,18.5,3.7,108
2518,Junior Process Agent ,Siemens-Gamesa-Renewable-Energy,1-5yrs  ,"4,15,302",2.4,6.5,3.7,108
2519,Installation Engineer ,Siemens-Gamesa-Renewable-Energy,1-12yrs  ,"5,48,277",3.4,8.0,3.7,108
2520,Design Engineer ,Episource,1-5yrs  ,"2,83,082",1.0,5.0,4.0,108
2521,Senior Engineer ,Episource,4-8yrs  ,"2,44,113",1.5,4.0,4.0,108
2522,Sales Engineer ,Episource,1-6yrs  ,"2,50,285",1.2,3.6,4.0,108
2523,Senior Sales Engineer ,Episource,4-13yrs  ,"3,14,293",2.5,4.1,4.0,108
2524,Process Agent ,Episource,4-7yrs  ,"2,19,310",1.8,2.8,4.0,108
2525,Technical Support Engineer ,Episource,1-5yrs  ,"3,17,984",2.1,4.5,4.0,108
2526,Maintenance Executive ,Episource,4-10yrs  ,"4,51,512",3.0,6.7,4.0,108
2527,Elevator Technician ,Episource,3-10yrs  ,"4,65,948",3.3,6.7,4.0,108
2528,Junior Process Agent ,Episource,1-5yrs  ,"2,15,658",1.6,2.5,4.0,108
2529,Installation Engineer ,Episource,1-12yrs  ,"2,51,029",1.5,3.2,4.0,108
2530,Design Engineer ,Podar-International-School,1-5yrs  ,"2,89,560",1.2,4.4,3.4,107
2531,Senior Engineer ,Podar-International-School,4-8yrs  ,"2,75,473",1.8,4.5,3.4,107
2532,Sales Engineer ,Podar-International-School,1-6yrs  ,"5,40,158",3.0,7.6,3.4,107
2533,Senior Sales Engineer ,Podar-International-School,4-13yrs  ,"3,04,941",1.1,6.4,3.4,107
2534,Process Agent ,Podar-International-School,4-7yrs  ,"2,63,511",1.0,4.5,3.4,107
2535,Technical Support Engineer ,Podar-International-School,1-5yrs  ,"18,74,280",7.8,36.0,3.4,107
2536,Maintenance Executive ,Podar-International-School,4-10yrs  ,"3,42,463",2.2,4.8,3.4,107
2537,Elevator Technician ,Podar-International-School,3-10yrs  ,"3,91,402",1.5,6.5,3.4,107
2538,Junior Process Agent ,Podar-International-School,1-5yrs  ,"4,62,101",3.0,7.0,3.4,107
2539,Installation Engineer ,Podar-International-School,1-12yrs  ,"2,69,033",1.5,4.0,3.4,107
2540,Design Engineer ,Strides-Pharma,1-5yrs  ,"12,56,299",8.6,17.5,3.4,107
2541,Senior Engineer ,Strides-Pharma,4-8yrs  ,"15,65,882",8.5,20.0,3.4,107
2542,Sales Engineer ,Strides-Pharma,1-6yrs  ,"4,40,905",3.0,5.3,3.4,107
2543,Senior Sales Engineer ,Strides-Pharma,4-13yrs  ,"4,35,566",2.9,5.6,3.4,107
2544,Process Agent ,Strides-Pharma,4-7yrs  ,"4,06,145",3.5,4.8,3.4,107
2545,Technical Support Engineer ,Strides-Pharma,1-5yrs  ,"4,80,329",3.0,6.0,3.4,107
2546,Maintenance Executive ,Strides-Pharma,4-10yrs  ,"20,09,264",13.4,24.5,3.4,107
2547,Elevator Technician ,Strides-Pharma,3-10yrs  ,"3,28,108",1.8,4.4,3.4,107
2548,Junior Process Agent ,Strides-Pharma,1-5yrs  ,"34,76,452",28.5,40.0,3.4,107
2549,Installation Engineer ,Strides-Pharma,1-12yrs  ,"8,73,000",5.5,11.8,3.4,107
2550,Design Engineer ,Infogain,1-5yrs  ,"6,19,872",1.2,13.0,3.5,107
2551,Senior Engineer ,Infogain,4-8yrs  ,"13,75,291",5.6,26.0,3.5,107
2552,Sales Engineer ,Infogain,1-6yrs  ,"20,28,981",9.2,30.0,3.5,107
2553,Senior Sales Engineer ,Infogain,4-13yrs  ,"7,03,408",3.0,13.0,3.5,107
2554,Process Agent ,Infogain,4-7yrs  ,"5,23,568",2.5,11.8,3.5,107
2555,Technical Support Engineer ,Infogain,1-5yrs  ,"15,64,313",7.5,25.3,3.5,107
2556,Maintenance Executive ,Infogain,4-10yrs  ,"14,09,266",5.5,27.0,3.5,107
